615.89, 24.182
615.89, 60.288401
615.89, 89.633332
615.89, 118.62471
615.89, 147.96964
615.89, 206.30595
615.89, 235.29733
615.89, 264.64226
615.89, 323.325
615.89, 352.67706
671.97915, 459.49457
695.83774, 477.0672
822.6933, 570.50049
850.5926, 591.04925
879.45678, 612.30867
940.98324, 601.46693
969.53602, 580.49152
997.46085, 559.97741
1025.6153, 539.29461
1054.1072, 518.36396
1082.8896, 497.21985
1076.57, 476.50577
1076.57, 453.43977
1076.57, 322.97857
1076.57, 264.64226
1076.57, 235.65088
1076.57, 206.65951
1076.57, 148.3232
1076.57, 118.97826
1076.57, 83.269373
