602.10145, 24.182
602.10145, 60.641954
602.10145, 89.88
602.10145, 118.97826
602.10145, 148.3232
602.10145, 177.66813
602.10145, 206.65951
602.10145, 235.65088
602.10145, 265.149
602.10145, 294.34075
602.10145, 323.179
602.10145, 352.477
602.10145, 381.822
637.95498, 450.41429
661.6121, 467.78057
685.26923, 485.14685
733.21162, 520.34052
761.71066, 541.26117
812.10456, 578.25445
840.49604, 599.09613
868.53558, 619.67947
950.96878, 608.65814
979.66735, 587.75012
1007.904, 567.17864
1036.5399, 546.3163
1064.4828, 525.95876
1093.1187, 505.09642
1123.8761, 482.68845
1234.4099, 447.28679
1262.1041, 426.93996
1291.0002, 405.71007
