339.0577, 567.28396
380.0699, 567.28396
420.37498, 567.28396
460.68007, 567.28396
501.139, 567.28396
541.09, 567.28396
581.088, 567.28396
621.34, 567.28396
791.58262, 593.34848
820.08692, 614.16789
848.6353, 635.0195
971.94858, 623.89389
1000.3018, 603.12833
1029.0536, 582.0708
1056.8396, 561.72065
1085.2544, 540.90999
1113.1473, 520.4815
1143.7855, 498.04245
1179.2188, 381.66813
1179.2568, 352.32417
1179.2948, 322.97836
1179.3318, 294.34105
1179.3708, 264.842
1179.4078, 236.00484
1179.4528, 201.70976
